cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,changed_frac,changed_frac_small,changed_frac_large,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,nsiac,0.85254,0.0,0.5787,0.8177,0.94,0.94,9.16,0.5326,0.0905,0.0635,1.1849,1.5e-05,1552.422,0.14223,0.77524,0.003544,0.0,14.553595542907715,False,0.25,0.25,0.25,0.25,0.5787,0.0,0.0
2,GSM8K,nsiac,0.2768,0.0,0.6038,0.8511,0.96,0.96,9.52,0.5114,0.1035,0.0766,1.1254,2.1e-05,1552.422,0.14117,0.769727,0.003459,0.0,14.13177490234375,False,0.25,0.25,0.25,0.25,0.6038,0.0,0.0
3,GSM8K,nsiac,0.28882,0.0,0.655,0.8525,0.96,0.96,10.12,0.4617,0.1147,0.0749,0.9302,2.4e-05,1552.422,0.151761,0.827286,0.003761,0.0,14.243599891662598,False,0.6206,0.1812,0.0195,0.1788,0.655,0.0,0.0
4,GSM8K,nsiac,0.22354,0.0,0.65,0.8329,0.96,0.96,10.08,0.4491,0.1282,0.0597,0.8882,2.7e-05,1552.422,0.153348,0.835872,0.003814,0.0,14.26247501373291,False,0.6193,0.1823,0.0187,0.1796,0.65,0.0,0.0
5,GSM8K,nsiac,0.26416,0.0,0.6338,0.8333,0.92,0.92,9.94,0.5069,0.1005,0.0673,0.9841,3.1e-05,1552.422,0.157413,0.848842,0.005928,0.0,14.083148956298828,False,0.2681,0.104,0.3431,0.2848,0.6338,0.0,0.0
6,GSM8K,nsiac,0.33531,0.0,0.655,0.8816,0.98,0.98,10.4,0.525,0.1105,0.0657,0.9721,3.7e-05,1552.422,0.253838,0.857234,0.12164,0.0,14.296747207641602,False,0.2227,0.1434,0.4199,0.2141,0.655,0.0,0.0
7,GSM8K,nsiac,0.30791,0.0,0.65,0.871,0.98,0.98,10.3,0.5134,0.1059,0.0622,0.9759,4e-05,1552.422,0.255302,0.865111,0.121699,0.0,14.426012992858887,False,0.653,0.1869,0.0743,0.0858,0.65,0.0,0.0
8,GSM8K,nsiac,0.24725,0.0,0.5938,0.8356,0.92,0.92,9.46,0.5165,0.1091,0.0823,1.0586,4.3e-05,1552.422,0.255679,0.870779,0.120916,0.0,14.451288223266602,False,0.1724,0.2509,0.3433,0.2334,0.5938,0.0,0.0
9,GSM8K,nsiac,0.29463,0.0,0.575,0.822,0.92,0.92,9.06,0.4903,0.1201,0.094,1.1807,5.1e-05,1552.421,0.236105,0.877936,0.095486,0.0,14.094771385192871,False,0.1185,0.0286,0.6213,0.2316,0.575,0.0,0.0
10,GSM8K,nsiac,0.36263,0.0,0.5463,0.8158,0.96,0.96,8.62,0.5763,0.1112,0.0539,1.2962,6e-05,1552.421,0.256548,0.886604,0.118509,0.0,13.509824752807617,False,0.0346,0.0116,0.8415,0.1122,0.5463,0.0,0.0
11,Code,nsiac,0.38327,0.08,0.3162,0.642,0.86,0.86,4.78,0.6483,0.086,0.0539,1.8619,7.1e-05,1552.421,0.272859,0.947661,0.125016,0.0,12.950387954711914,False,0.0678,0.1071,0.6133,0.2119,0.6262,0.3162,0.0
12,Code,nsiac,1.03628,0.11875,0.3663,0.692,0.88,0.88,5.62,0.6329,0.0989,0.0537,1.7656,8e-05,1552.421,0.275521,0.955482,0.126548,0.0,12.515769958496094,False,0.3125,0.0493,0.5771,0.0611,0.665,0.3663,0.0
13,Code,nsiac,1.04524,0.1375,0.3675,0.6907,0.84,0.84,5.58,0.6133,0.1097,0.0592,1.8004,9e-05,1552.421,0.277492,0.958305,0.128332,0.0,13.145545959472656,False,0.122,0.0322,0.7167,0.129,0.6837,0.3675,0.0
14,Code,nsiac,0.98342,0.12375,0.3438,0.6538,0.84,0.84,5.24,0.5935,0.0842,0.0763,1.7446,9.6e-05,1552.421,0.278402,0.959834,0.129107,0.0,13.050222396850586,False,0.0148,0.16,0.5717,0.2535,0.67,0.3438,0.0
15,Code,nsiac,1.13432,0.1125,0.3825,0.6913,0.86,0.86,5.84,0.6117,0.0855,0.069,1.7713,9.9e-05,1552.421,0.278512,0.960432,0.12911,0.0,13.174958229064941,False,0.1167,0.571,0.2861,0.0262,0.6587,0.3825,0.0
16,Code,nsiac,1.29124,0.12875,0.4288,0.7439,0.9,0.9,6.52,0.6187,0.0832,0.046,1.8045,0.000103,1552.421,0.278903,0.960994,0.129464,0.0,12.959834098815918,False,0.1949,0.2766,0.3862,0.1422,0.675,0.4288,0.0
17,Code,nsiac,1.27781,0.13125,0.4387,0.7205,0.9,0.9,6.62,0.6195,0.0943,0.0467,1.6706,0.000111,1552.421,0.279924,0.962004,0.130487,0.0,12.8395414352417,False,0.0178,0.1008,0.8287,0.0528,0.6775,0.4387,0.0
18,Code,nsiac,1.17616,0.10875,0.42,0.6922,0.84,0.84,6.12,0.6359,0.0919,0.042,1.6392,0.000112,1552.421,0.279962,0.962176,0.130495,0.0,12.741883277893066,False,0.2213,0.3308,0.1229,0.325,0.655,0.42,0.0
19,Code,nsiac,1.36692,0.1275,0.4125,0.7262,0.86,0.86,6.14,0.6389,0.0957,0.0414,1.6254,0.000113,1552.421,0.279983,0.962288,0.130497,0.0,12.899161338806152,False,0.0757,0.6499,0.0692,0.2052,0.6737,0.4125,0.0
20,Code,nsiac,1.2768,0.07875,0.4412,0.6958,0.8,0.8,6.38,0.6526,0.0992,0.0432,1.6238,0.000114,1552.421,0.280013,0.962451,0.130498,0.0,13.101724624633789,False,0.0862,0.7801,0.06,0.0737,0.625,0.4412,0.0
